filepaths,labels,data set,scientific name,order
train/AMERICAN GOLDFINCH/126.jpg,AMERICAN GOLDFINCH,train,spinus tristis,sparrows
train/AMERICAN GOLDFINCH/124.jpg,AMERICAN GOLDFINCH,train,spinus tristis,sparrows
train/AMERICAN GOLDFINCH/122.jpg,AMERICAN GOLDFINCH,train,spinus tristis,sparrows
train/AMERICAN GOLDFINCH/103.jpg,AMERICAN GOLDFINCH,train,spinus tristis,sparrows
train/AMERICAN GOLDFINCH/085.jpg,AMERICAN GOLDFINCH,train,spinus tristis,sparrows
train/AMERICAN GOLDFINCH/079.jpg,AMERICAN GOLDFINCH,train,spinus tristis,sparrows
train/AMERICAN GOLDFINCH/127.jpg,AMERICAN GOLDFINCH,train,spinus tristis,sparrows
train/AMERICAN WIGEON/019.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/036.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/015.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/038.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/017.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/012.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/044.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/010.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/011.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/004.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/013.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/020.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/094.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/161.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/008.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/154.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/007.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/040.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/006.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/155.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/133.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/039.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/034.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/062.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/033.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/021.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/035.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/037.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/003.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/005.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/041.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/043.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/001.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/024.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/045.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/022.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/014.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/030.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/016.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/032.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/042.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/029.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/018.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/023.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/002.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/065.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/077.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/050.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/061.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/051.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/056.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/057.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/069.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/047.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/072.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/055.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/049.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/048.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/026.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/063.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/028.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/027.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/066.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/058.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/025.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/064.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/031.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/067.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/073.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/074.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/060.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/078.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/079.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/080.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/071.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/070.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/068.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/059.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/046.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/076.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/052.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/090.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/081.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/053.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/085.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/086.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/054.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/087.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/075.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/088.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/091.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/082.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/093.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/128.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/095.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/118.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/119.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/108.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/121.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/123.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/112.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/114.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/106.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/115.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/140.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/117.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/141.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/101.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/134.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/103.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/113.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/100.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/136.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/116.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/104.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/174.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/105.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/110.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/009.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/137.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/139.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/111.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/129.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/131.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/107.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/135.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/109.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/120.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/089.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/138.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/130.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/122.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/092.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/125.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/127.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/124.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/083.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/084.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/126.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/183.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/132.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/170.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/150.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/151.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/152.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/164.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/166.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/178.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/162.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/147.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/177.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/149.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/159.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/172.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/156.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/173.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/157.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/146.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/158.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/160.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/148.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/163.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/153.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/179.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/165.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/144.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/180.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/171.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/145.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/175.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/176.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/168.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/143.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/099.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/169.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/167.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/142.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/181.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/097.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/098.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/184.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/102.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/187.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/186.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/096.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/185.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AMERICAN WIGEON/182.jpg,AMERICAN WIGEON,train,mareca americana,ducks
train/AZURE TIT/002.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/016.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/005.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/129.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/095.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/082.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/085.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/001.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/018.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/013.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/014.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/015.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/017.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/009.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/012.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/008.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/010.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/019.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/053.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/031.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/028.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/059.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/004.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/024.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/025.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/029.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/032.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/033.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/034.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/035.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/036.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/037.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/038.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/021.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/039.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/020.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/026.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/027.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/030.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/007.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/006.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/066.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/055.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/048.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/050.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/051.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/045.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/044.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/046.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/047.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/049.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/057.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/078.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/081.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/065.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/043.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/052.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/058.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/011.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/064.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/124.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/060.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/067.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/068.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/069.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/070.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/071.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/072.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/073.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/074.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/075.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/076.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/077.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/079.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/080.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/063.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/062.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/056.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/042.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/041.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/061.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/054.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/022.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/040.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/117.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/108.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/086.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/087.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/092.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/094.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/096.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/097.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/098.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/099.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/100.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/101.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/102.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/103.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/104.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/089.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/088.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/090.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/091.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/093.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/114.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/003.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/110.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/112.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/125.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/083.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/023.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/106.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/113.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/105.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/119.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/121.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/122.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/123.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/115.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/120.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
train/AZURE TIT/118.jpg,AZURE TIT,train,cyanistes cyanus,sparrows
