Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
1995-01-09,"STUTTGURT-GRMY, GERMANY",Germany,Non-Fatal,Substantial,,Cessna,501,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,1.0,UNK,,Foreign
1995-01-11,"MARIA LA BAJA, Colombia",Colombia,Fatal(52),Destroyed,,Mcdonnell Douglas,DC-9-14,No,,Unknown,Unknown,52.0,1.0,0.0,0.0,VMC,,Foreign
1995-01-15,"NEUQUEN, Argentina",Argentina,Fatal(1),Minor,,Swearingen,SA-226-TC,No,,Unknown,Unknown,1.0,0.0,0.0,3.0,VMC,,Foreign
1995-01-17,"NEVIS ISLAND, West Indies",West Indies,Non-Fatal,Destroyed,,Cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Foreign
1995-01-23,CAMERON 278B,,Non-Fatal,Substantial,,Mbb,BO-105S,No,2.0,Turbo Shaft,Unknown,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause
1995-01-29,"MANAUS, Brazil",Brazil,Incident,Minor,,Douglas,DC8-62,No,,Unknown,Unknown,0.0,0.0,0.0,3.0,IMC,,Foreign
1995-01-29,"NEACON, NICARAGUA",Nicaragua,Non-Fatal,Substantial,,Bell,206B3,No,1.0,Turbo Shaft,Executive/corporate,0.0,0.0,0.0,5.0,VMC,,Foreign
1995-02-01,"SAN PAULO, BRAZIL",Brazil,Non-Fatal,Substantial,,Boeing,737-200,No,,Unknown,Unknown,0.0,2.0,0.0,0.0,UNK,,Foreign
1995-02-14,EAST CAMERON,,Fatal(5),Destroyed,,Bell,206L-4,No,1.0,Turbo Shaft,Unknown,5.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause
1995-02-17,"LAURIETON, Australia",Australia,Fatal(2),Destroyed,,Beech,BE-55,No,2.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,IMC,,Foreign
1995-02-18,ST. THOMAS,,Incident,Minor,,Short Brothers,SD3-60,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,36.0,VMC,Landing,Probable Cause
1995-02-20,CARIBBEAN SEA,CARIBBEAN SEA,Non-Fatal,Destroyed,,Piper,PA-32-260,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause
1995-02-28,MISSING,MISSING,Fatal(2),Destroyed,,Cessna,152,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause
1995-03-01,"NASSAU, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Beech,V35A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,Foreign
1995-03-12,SAN JUAN,Puerto Rico,Non-Fatal,Minor,Airplane,Lockheed,L-1011-385,No,3.0,Turbo Fan,Unknown,,,,339.0,VMC,Taxi,Probable Cause
1995-03-12,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,Airplane,Short Brothers,SD3-60,No,2.0,Turbo Prop,Unknown,,,,339.0,VMC,Taxi,Probable Cause
1995-03-15,"SAN NICHOLAS, Argentina",Argentina,Fatal(2),Destroyed,,Bell,206-B3,No,,Unknown,Personal,2.0,0.0,0.0,0.0,VMC,,Foreign
1995-03-17,HARMON FIELD,,Non-Fatal,Substantial,,Bell,47,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause
1995-03-17,"BARRANQUILLA, Colombia",Colombia,Non-Fatal,Destroyed,,Mcdonnell Douglas,DC-9-15,No,2.0,Unknown,Unknown,0.0,0.0,0.0,4.0,VMC,,Foreign
1995-03-18,"CAP HAITIEN, HAITI",Haiti,Non-Fatal,Substantial,,Convair,440,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,31.0,VMC,,Foreign
1995-03-20,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,Destroyed,,Bell,206B,No,1.0,Turbo Shaft,Aerial Observation,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause
1995-03-23,"WALKERS CAY, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Beech,E18S,No,,Unknown,Unknown,0.0,2.0,0.0,0.0,VMC,,Foreign
1995-03-31,"TEGUCIGALPA, Honduras",Honduras,Fatal(4),Destroyed,,Cessna,185-F,No,,Unknown,Unknown,4.0,0.0,0.0,0.0,VMC,,Foreign
1995-04-06,"NASSAU, Bahamas",Bahamas,Non-Fatal,Destroyed,,Cessna,U206G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,Foreign
1995-04-07,"SANTO DOMINGO, DOMINICAN REPUBLIC",Dominican Republic,Non-Fatal,Substantial,,Hawker Siddeley,HS125,No,2.0,Turbo Jet,Executive/corporate,0.0,0.0,0.0,6.0,VMC,,Foreign
1995-04-17,"PORTIMAO, Portugal",Portugal,Fatal(1),Destroyed,,Cessna,T337G,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,UNK,,Foreign
1995-04-17,"FREEPORT, Bahamas",Bahamas,Non-Fatal,Destroyed,,Beech,B95A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Foreign
1995-04-18,"POHNPEI, Marshall Islands",Marshall Islands,Fatal(1),Destroyed,,Cessna,402B,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,UNK,,Foreign
1995-04-24,"ST. JOHNS, Canada",Canada,Fatal(1),Destroyed,,Cessna,172M,No,1.0,Reciprocating,Ferry,1.0,0.0,0.0,0.0,IMC,,Foreign
1995-04-24,"SAN SALVADOR, El Salvador",El Salvador,Non-Fatal,Destroyed,,Cessna,501,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,,Foreign
1995-04-24,"GUERRERO NEGRO, MEXICO",Mexico,Non-Fatal,Substantial,,Piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Foreign
1995-04-26,"WALKERS CAY, Bahamas",Bahamas,Non-Fatal,Destroyed,Airplane,Cessna,550,Yes,2.0,Turbo Fan,Personal,,,5.0,,VMC,,Foreign
1995-04-28,"GUATEMALA CTY., Guatemala",Guatemala,Fatal(6),Destroyed,Airplane,Douglas,DC-8F-54,No,,Unknown,,6.0,1.0,1.0,1.0,IMC,,Foreign
1995-05-03,"QUIT0, Ecuador",Ecuador,Fatal(7),Destroyed,,Grumman,G-1159,No,2.0,Turbo Fan,Business,7.0,0.0,0.0,0.0,VMC,,Foreign
1995-05-06,"SOTO CANO, HONDURAS",Honduras,Non-Fatal,Substantial,Airplane,Cessna,550,No,2.0,Turbo Fan,Public Aircraft,,,,3.0,VMC,Takeoff,Foreign
1995-05-15,"BAYROUTH, GERMANY",Germany,Non-Fatal,Substantial,,Cessna,441,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,8.0,UNK,,Foreign
1995-05-21,ATLANTIC OCEAN,ATLANTIC OCEAN,Fatal(1),Destroyed,,Cessna,310Q,No,2.0,Reciprocating,Ferry,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause
1995-05-21,"SAIPAN, Northern Mariana Islands",Northern Mariana Islands,Fatal(3),Destroyed,,Stol,UC-1,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause
1995-05-26,"BISCARROSSE, FRANCE",France,Non-Fatal,Substantial,,De Havilland,DHC-2,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,Foreign
1995-06-02,VIEQUES,,Fatal(1),Substantial,,Piper,PA-32-260,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause
1995-06-03,"PANAMA CITY, PANAMA",Panama,Non-Fatal,Substantial,,Boeing,B-747-238,No,,Unknown,,0.0,0.0,0.0,4.0,VMC,,Foreign
1995-06-09,"DON-TORCUATO, ARGENTINA",Argentina,Non-Fatal,Substantial,,Robinson,R22,No,,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,,Foreign
1995-06-10,"CAT CAY, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Maule,M-7-235,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,Foreign
1995-06-19,"FREEPORT, BAHAMAS",Bahamas,Non-Fatal,Substantial,,"Willingham, Dave L.",KOLB TWINSTAR,Yes,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Foreign
1995-06-23,"GRENCHEN, Switzerland",Switzerland,Incident,Minor,,Cessna,182,No,,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,,Foreign
1995-06-24,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,Destroyed,,Piper,PA-36-300,Yes,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause
1995-06-25,ATLANTIC OCEAN,ATLANTIC OCEAN,Incident,,,Airbus Industrie,A-300-B4-103,No,2.0,Turbo Fan,Unknown,0.0,0.0,22.0,231.0,VMC,Cruise,Probable Cause
1995-06-27,"LA RAMONA, Dominican Republic",Dominican Republic,Fatal(2),Destroyed,,Convair,CV-440,No,,Unknown,Unknown,2.0,0.0,0.0,0.0,UNK,,Foreign
1995-06-27,"CONGO TOWN, CONGO",Congo,Non-Fatal,Substantial,,Cessna,402C,No,,Unknown,Unknown,0.0,0.0,0.0,7.0,VMC,,Foreign
1995-06-30,"NASSAU, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Aero Commander,681,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,4.0,VMC,,Foreign
1995-07-10,"MEXICO CITY, Mexico",Mexico,Fatal(3),Destroyed,,Aerospatiale,AS355F,No,,Unknown,Aerial Observation,3.0,1.0,0.0,0.0,VMC,,Foreign
1995-07-10,"TREASURE CAY, BAHAMAS",Bahamas,Fatal(1),Substantial,,Aero Commander,500,No,,Unknown,Unknown,1.0,0.0,0.0,6.0,VMC,,Foreign
1995-07-17,"COUVA, Trinidad And Tobago",Trinidad And Tobago,Non-Fatal,Destroyed,,Cessna,A188B,No,,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,,Foreign
1995-07-17,WEST CAMERON,,Non-Fatal,Substantial,,Bell,206B,No,1.0,Turbo Shaft,Other Work Use,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause
1995-08-09,"SAN VICENTE, El Salvador",El Salvador,Fatal(65),Destroyed,,Boeing,737-200,No,,Unknown,Unknown,65.0,0.0,0.0,0.0,IMC,,Foreign
1995-08-16,CARIBBEAN SEA,CARIBBEAN SEA,Non-Fatal,Destroyed,,Beech,65,No,2.0,Reciprocating,Other Work Use,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause
1995-08-17,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,Substantial,,Mcdonnell Douglas,500,No,1.0,Turbo Shaft,Aerial Observation,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause
1995-08-20,"BIMINI, Bahamas",Bahamas,Non-Fatal,Destroyed,,Aero Commander,560A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Foreign
1995-08-20,"JEREMIE, HAITI",Haiti,Non-Fatal,Substantial,,Government Aircraft Fact (gaf),N22B,No,,Unknown,Unknown,0.0,0.0,0.0,14.0,VMC,,Foreign
1995-08-23,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,Substantial,,Lockheed,L-1011-385-1,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,236.0,VMC,Cruise,Probable Cause
1995-08-26,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,Destroyed,,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause
1995-08-28,ATLANTIC OCEAN,ATLANTIC OCEAN,Fatal(1),Destroyed,,Beech,E-18S,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause
1995-08-28,"POZNAN, Poland",Poland,Fatal(6),,,Piper,PA-34-200T,No,2.0,Reciprocating,Unknown,6.0,0.0,0.0,0.0,UNK,,Foreign
1995-09-01,"NASSAU, Bahamas",Bahamas,Incident,,,Aero Commander,500,No,,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,,Foreign
1995-09-12,"BEREZA, Belarus",Belarus,Fatal(2),Destroyed,,Balloonbau Woerner Gmbh,,No,,Unknown,Unknown,2.0,0.0,0.0,0.0,VMC,,Foreign
1995-09-13,"MARSH HARBOUR, Bahamas",Bahamas,Fatal(5),Destroyed,,Cessna,402B,No,,Unknown,Unknown,5.0,4.0,0.0,0.0,VMC,,Foreign
1995-09-15,"BOGOTA, COLOMBIA",Colombia,Non-Fatal,Substantial,Airplane,Ayres,AY-65,No,1.0,Reciprocating,Instructional,,,,2.0,VMC,,Foreign
1995-09-20,"PORT OF SPAIN, TRINIDAD AND TOBAGO",Trinidad And Tobago,Non-Fatal,Substantial,,Cessna,A188B,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,,Foreign
1995-09-22,CULEBRA,,Non-Fatal,Destroyed,,Bell,206B,No,1.0,Turbo Shaft,Public Aircraft,0.0,3.0,1.0,0.0,VMC,Cruise,Probable Cause
1995-10-17,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,Destroyed,,Siai-marchetti,SF.260,No,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause
1995-10-17,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,,,Boeing,747-422,No,4.0,Turbo Fan,Unknown,0.0,1.0,5.0,331.0,VMC,Cruise,Probable Cause
1995-10-18,ATLANTIC OCEAN,ATLANTIC OCEAN,Fatal(1),Substantial,,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,1.0,0.0,1.0,4.0,VMC,Descent,Probable Cause
1995-10-18,"BAHIA DE LOS AN, Mexico",Mexico,Fatal(1),Destroyed,,Cessna,182,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,,Foreign
1995-10-24,,,Fatal(1),Substantial,,Cessna,P210N,No,,Unknown,Positioning,1.0,0.0,0.0,0.0,UNK,,Foreign
1995-10-29,"VIENNA, Austria",Austria,Non-Fatal,Destroyed,,Cessna,340,No,2.0,Reciprocating,Personal,0.0,0.0,6.0,0.0,IMC,,Foreign
1995-10-29,"DIVISADERO, MEXICO",Mexico,Non-Fatal,Substantial,,Cessna,210,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Foreign
1995-10-31,ISBELA SEGUNDA,,Fatal(4),Substantial,,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause
1995-10-31,"PIEDRAS NEGRAS, Mexico",Mexico,Fatal(9),Destroyed,,Cessna,208B,No,,Unknown,Unknown,9.0,2.0,0.0,0.0,IMC,,Foreign
1995-11-01,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,,,Boeing,747-122,No,4.0,Turbo Fan,Unknown,0.0,1.0,0.0,300.0,VMC,Cruise,Probable Cause
1995-11-02,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,Destroyed,,Bell,47G-4A,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause
1995-11-07,"PANAMA CITY, Panama",Panama,Incident,Minor,Airplane,Boeing,B727-224,No,,Unknown,Unknown,,,2.0,10.0,UNK,,Foreign
1995-11-17,"TIPEJUANES, MEXICO",Mexico,Non-Fatal,Substantial,,Piper,PA-23-160,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Foreign
1995-11-26,LAJAS,,Non-Fatal,Substantial,,Cessna,172E,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause
1995-11-26,"BAJA CA NORTE, Mexico",Mexico,Non-Fatal,Destroyed,,Cessna,T310R,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,,Foreign
1995-11-28,"CASTLEGAR, Canada",Canada,Fatal(5),Destroyed,,Rockwell,AC-700,No,2.0,Reciprocating,Business,5.0,0.0,0.0,0.0,IMC,,Foreign
1995-12-03,"LUQUA, Malta",Malta,Fatal(5),Destroyed,,Piper,PA-32R-300,No,,Unknown,Unknown,5.0,,,,UNK,,Foreign
1995-12-03,"DOUALA, Cameroon",Cameroon,Fatal(72),Destroyed,,Boeing,B-737-200,No,,Unknown,Unknown,72.0,5.0,0.0,0.0,VMC,,Foreign
1995-12-05,"BAJA CALIFORNIA, Mexico",Mexico,Fatal(1),Destroyed,,Piper,PA-28,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,,Foreign
1995-12-07,"PORT-AU-PRINCE, Haiti",Haiti,Fatal(20),Destroyed,,Beech,1900D,No,,Unknown,Other Work Use,20.0,0.0,0.0,0.0,VMC,,Foreign
1995-12-10,"AMSTERDAM, Netherlands",Netherlands,Incident,Minor,,Boeing,747-212B,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,306.0,IMC,Go-around,Probable Cause
1995-12-14,"GUATEMALA CITY, Guatemala",Guatemala,Fatal(2),Destroyed,,Aero Commander,1121,No,,Unknown,Unknown,2.0,0.0,0.0,0.0,IMC,,Foreign
1995-12-17,CULEBRA,,Fatal(3),Destroyed,,Cessna,205,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause
1995-12-20,"BUGA, Colombia",Colombia,Fatal(160),Destroyed,Airplane,Boeing,B757,No,,Unknown,Unknown,160.0,4.0,,,VMC,,Foreign
1995-12-22,"NASSAU, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Douglas,DC-3,No,,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,,Foreign
1996-01-03,"TRUJILLO, HONDURAS",Honduras,Fatal(3),Substantial,,Cessna,182M,No,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,IMC,,Foreign
1996-01-03,"ONTARIO, CANADA",Canada,Non-Fatal,Substantial,,Learjet,35A-305,Yes,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,4.0,VMC,,Foreign
1996-01-07,"NASSAU, BAHAMAS",Bahamas,Fatal(5),Substantial,,Cessna,172,No,1.0,Reciprocating,Personal,5.0,1.0,0.0,0.0,IMC,,Foreign
1996-01-17,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,Minor,,Airbus Industrie,A-300B4-605R,No,2.0,Turbo Fan,Unknown,0.0,3.0,17.0,248.0,IMC,Descent,Probable Cause
1996-01-20,"EXUMA, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Bell,206,No,1.0,Turbo Shaft,Personal,0.0,0.0,1.0,0.0,VMC,,Foreign
1996-01-27,"NORTH CAICOS, Turks And Caicos Islands",Turks And Caicos Islands,Non-Fatal,Destroyed,,Piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,Foreign
1996-01-29,"HONIARA, Solomon Islands",Solomon Islands,Fatal(1),Destroyed,Helicopter,Bell,47G-2A1,No,1.0,Reciprocating,Aerial Observation,1.0,,,,VMC,Takeoff,Probable Cause
1996-02-06,"ENSENADA, Mexico",Mexico,Fatal(8),Destroyed,,Cessna,550,No,,Unknown,Executive/corporate,8.0,0.0,0.0,0.0,IMC,,Foreign
1996-02-06,"PUERTO PLATA, Dominican Republic",Dominican Republic,Fatal(189),Destroyed,,Boeing,757-200,No,,Unknown,Unknown,189.0,0.0,0.0,0.0,VMC,,Foreign
1996-02-10,GULF OF MEXICO,GULF OF MEXICO,Fatal(2),Destroyed,,Mbb,BO-105,No,2.0,Turbo Shaft,Unknown,2.0,0.0,0.0,0.0,UNK,Maneuvering,Probable Cause
1996-02-11,MANATI,,Fatal(3),Destroyed,,Aero Commander,500S,No,2.0,Reciprocating,Instructional,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause
1996-02-12,"PORT-AU-PRINCE, Haiti",Haiti,Fatal(11),Destroyed,,Aerospace Tech. Of Australia,N24A,No,,Unknown,Unknown,11.0,4.0,0.0,0.0,VMC,,Foreign
1996-02-15,,Zambia,Fatal(5),Destroyed,,Piper,PA-46,No,1.0,Reciprocating,Unknown,5.0,0.0,0.0,0.0,UNK,,Foreign
1996-02-17,ATLANTIC OCEAN,ATLANTIC OCEAN,Fatal(1),Destroyed,,Piper,PA-60-601P,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,Probable Cause
1996-02-20,"SAN JOSE, Costa Rica",Costa Rica,Fatal(1),Destroyed,,Cessna,207,No,,Unknown,Unknown,1.0,4.0,0.0,0.0,UNK,,Foreign
1996-02-24,"Havana, Cuba",Cuba,Fatal(4),Destroyed,Airplane,Cessna,337,No,,Unknown,Other Work Use,4.0,,,,VMC,,Foreign
1996-02-24,"Havana, Cuba",Cuba,Fatal(4),Destroyed,Airplane,Cessna,337,No,,Unknown,Other Work Use,4.0,,,,VMC,,Foreign
1996-02-29,"AREQUIPA, Peru",Peru,Fatal(123),Destroyed,,Boeing,-737-222,No,,Turbo Jet,Unknown,123.0,0.0,0.0,0.0,IMC,,Foreign
1996-03-03,"VIGAN, Philippines",Philippines,Fatal(1),Destroyed,,Cessna,421B,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,,Foreign
1996-03-09,"BAGUA, Peru",Peru,Fatal(3),Destroyed,,De Havilland,DHC-6-200,No,2.0,Turbo Prop,Unknown,3.0,0.0,0.0,0.0,VMC,,Foreign
1996-03-13,"PUNTO FIJO, Venezuela",Venezuela,Fatal(8),Destroyed,,Cessna,402B,No,,Unknown,Unknown,8.0,0.0,0.0,0.0,VMC,,Foreign
1996-03-17,,Iceland,Non-Fatal,Destroyed,,Britten-norman,BN2A-21,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,UNK,,Foreign
1996-03-29,"VALREAS, FRANCE",France,Non-Fatal,Substantial,,Cessna,C340,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,UNK,,Foreign
1996-04-03,"DUBROVNIK, Croatia",Croatia,Fatal(33),Destroyed,,Boeing,CT-42A,No,,Unknown,Unknown,33.0,0.0,0.0,0.0,IMC,,Foreign
1996-04-07,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,,,Boeing,757-200,No,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,193.0,UNK,Cruise,Probable Cause
1996-04-07,"VIRGIN GORDA, BRITISH VIRGIN ISLANDS",British Virgin Islands,Non-Fatal,Substantial,,De Havilland,DH6,No,,Unknown,Unknown,0.0,0.0,1.0,10.0,VMC,,Foreign
1996-04-20,"WALKERS CAY, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Cessna,C441,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,4.0,VMC,,Foreign
1996-04-23,"GRAND CAYMAN, Cayman Islands",Cayman Islands,Non-Fatal,Destroyed,,Cessna,182F,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,,Foreign
1996-05-02,MISSING,MISSING,Fatal(3),Destroyed,,Aero Commander,500-B,No,2.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause
1996-05-05,GULF OF MEXICO,GULF OF MEXICO,Non-Fatal,Substantial,,Cessna,U206G,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,Cruise,Probable Cause
1996-05-14,"TAMPICO, MEXICO",Mexico,Non-Fatal,Substantial,,Douglas,DC9-14,No,,Unknown,Unknown,0.0,0.0,4.0,40.0,VMC,,Foreign
1996-05-15,"TREASURE CAY, Bahamas",Bahamas,Fatal(2),Destroyed,,Beech,200,No,2.0,Turbo Prop,Unknown,2.0,0.0,0.0,0.0,UNK,,Foreign
1996-06-08,SAN JUAN,Puerto Rico,Non-Fatal,Substantial,,Piper,PA-32R-301,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
1996-06-15,"PELICAN NARROWS, Canada",Canada,Fatal(1),Destroyed,,Piper,PA-24-250,No,1.0,Reciprocating,Personal,1.0,2.0,1.0,0.0,VMC,,Foreign
1996-06-23,"IZTAPA, GUATEMALA",Guatemala,Fatal(2),Substantial,,Piper,PA-18-C23,No,,Unknown,Personal,2.0,0.0,0.0,0.0,VMC,,Foreign
1996-06-29,"ROCK SOUND, BAHAMAS",Bahamas,Non-Fatal,Substantial,,Beech,D18S,No,,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,,Foreign
1996-06-30,"LA PERUANITA, Peru",Peru,Fatal(2),Destroyed,,Aerospatiale,SA315B,No,1.0,Turbo Shaft,Positioning,2.0,0.0,0.0,0.0,VMC,,Foreign
1996-07-09,SAN JUAN,Puerto Rico,Incident,,,Short Brothers,SD3-60-200,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,12.0,VMC,Takeoff,Probable Cause
1996-07-13,"NORTH ITALY, Italy",Italy,Fatal(2),Destroyed,,Piper,PA-30,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,UNK,,Foreign
1996-08-01,,Fiji,Non-Fatal,Substantial,,Piper,PA-24-260C,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,,Foreign
1996-08-03,TOA BAJA,,Non-Fatal,Substantial,,Hernandez Challenger,SPECIAL II,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause
1996-08-05,"ST. BARTHELEMY, MARTINIQUE",Martinique,Non-Fatal,Substantial,,Cessna,402B,Yes,,Unknown,Unknown,0.0,0.0,1.0,7.0,VMC,,Foreign
1996-08-05,"AMOS, CANADA",Canada,Non-Fatal,Substantial,,Republic,RC-3,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
1996-08-09,ATLANTIC OCEAN,ATLANTIC OCEAN,Fatal(1),Destroyed,,Beech,A36,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause
1996-08-15,"CONCEPCION, Argentina",Argentina,Fatal(8),Destroyed,,Bell,UH-1B,No,,Unknown,Business,8.0,0.0,0.0,0.0,VMC,,Foreign
1996-08-26,GUAM,,Fatal(1),Destroyed,,Bell,47-G4A,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause
1996-08-29,"SKIATHOS, GREECE",Greece,Non-Fatal,Substantial,,Cessna,T-310P,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Foreign
1996-09-16,"AZORES, Portugal",Portugal,Fatal(1),Destroyed,,Lake,LA-4,No,1.0,Reciprocating,Ferry,1.0,0.0,0.0,0.0,UNK,,Foreign
1996-09-25,"HOLLAND, Netherlands",Netherlands,Unavailable,Destroyed,,Douglas,DC-3,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNK,,Foreign
1996-09-29,BORINQUEN,Puerto Rico,Non-Fatal,Substantial,,Bell,47G-3B-1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause
1996-10-02,"LIMA, Peru",Peru,Fatal(70),Destroyed,,Boeing,B-757-23A,No,2.0,Turbo Jet,Unknown,70.0,0.0,0.0,0.0,IMC,,Foreign
